lang	worker	num_hits	quality	quality_syn	num_langs	goog
an	4484	2	0.000	0.250	0	0.0
an	5618	4	0.750	1.000	0	0.0
an	5410	12	0.792	0.875	0	0.0
an	947	55	0.755	0.855	1	0.0
an	2888	2	0.250	0.250	0	0.0
an	3506	283	0.587	0.708	0	0.0
an	2411	87	0.615	0.724	1	0.0
an	5209	2	0.500	0.750	0	0.0
an	1874	2	0.750	1.000	1	0.0
an	2704	7	0.643	0.643	0	0.0
an	278	4	0.500	0.750	0	0.0
ar	3593	1	0.500	0.500	0	0.0
ar	210	1	0.500	1.000	0	0.0
ar	211	2	0.250	1.000	1	0.0
ar	2842	1	0.000	0.500	1	0.0
ar	2843	1	0.000	1.000	0	0.0
ar	3045	30	0.517	0.667	1	0.0
ar	23	32	0.125	0.141	many	0.0
ar	699	1	1.000	1.000	1	0.45
ar	995	22	0.250	0.523	0	0.0
ar	994	72	0.208	0.590	1	0.517
ar	997	1	0.500	0.500	1	0.0
ar	996	1	1.000	1.000	1	0.0
ar	991	241	0.552	0.807	1	0.0
ar	993	3	0.667	0.833	1	0.0
ar	992	7	0.571	0.929	1	0.0
ar	2853	4	0.375	1.000	1	0.0
ar	999	220	0.575	0.807	1	0.0
ar	998	6	0.833	0.833	1	0.0
ar	262	12	0.750	0.917	many	0.0
ar	2505	1	0.500	1.000	1	0.0
ar	2499	1	0.000	0.000	1	0.0
ar	2498	7	0.500	0.571	1	0.0
ar	1754	2	0.750	0.750	1	0.0
ar	3566	4	0.125	0.250	0	0.0
ar	2503	3	1.000	1.000	1	0.0
ar	2497	22	0.864	0.932	1	0.0
ar	2502	2	0.250	0.500	1	0.0
ar	1751	22	0.614	0.841	1	0.0
ar	2500	1	0.000	0.000	0	0.0
ar	3629	1	0.000	0.500	1	0.0
ar	199	10	0.300	0.600	1	0.0
ar	198	106	0.274	0.495	1	0.0
ar	3628	1	1.000	1.000	1	0.0
ar	195	145	0.559	0.710	1	0.0
ar	197	49	0.398	0.622	1	0.0
ar	196	42	0.560	0.810	1	0.0
ar	397	1	0.500	0.500	1	0.0
ar	2496	51	0.657	0.814	1	0.0
ar	209	3	0.333	1.000	1	0.0
ar	208	2	0.000	0.250	1	0.0
ar	2606	5	0.300	0.500	1	0.0
ar	3816	3	0.833	1.000	0	0.0
ar	3817	2	0.750	1.000	1	0.0
ar	3818	2	0.750	0.750	0	0.0
ar	695	1	0.500	0.500	many	0.5
ar	2168	2	0.500	0.500	many	0.55
ar	3610	23	0.413	0.630	1	0.0
ar	3611	1	0.000	0.500	1	0.0
ar	3612	3	0.333	0.333	0	0.0
ar	3613	3	0.333	0.500	0	0.0
ar	3614	10	0.650	0.750	1	0.0
ar	3615	19	0.763	0.921	1	0.0
ar	3616	2	0.500	0.500	1	0.0
ar	3617	2	0.750	1.000	0	0.6
ar	3618	4	0.625	0.750	1	0.0
ar	3619	2	1.000	1.000	1	0.0
ar	1229	6	0.500	1.000	1	0.0
ar	1739	127	0.524	0.728	1	0.0
ar	1738	57	0.211	0.561	1	0.0
ar	1731	176	0.568	0.804	1	0.0
ar	1733	239	0.308	0.502	1	0.0
ar	1732	3	0.500	0.667	many	0.1
ar	1735	4	0.625	0.750	1	0.0
ar	1734	875	0.585	0.772	1	0.0
ar	1737	28	0.696	0.964	1	0.0
ar	1736	189	0.272	0.455	1	0.0
ar	3609	42	0.440	0.702	1	0.0
ar	3608	25	0.520	0.740	1	0.0
ar	1914	1	0.000	0.000	0	0.2
ar	19	49	0.510	0.755	1	0.0
ar	1748	24	0.521	0.792	1	0.0
ar	1749	4	0.250	0.250	1	0.0
ar	1744	2	0.250	0.250	1	0.0
ar	1745	1	0.500	1.000	1	0.0
ar	1746	20	0.475	0.775	1	0.0
ar	1747	23	0.435	0.717	0	0.0
ar	1740	6	0.500	0.750	1	0.0
ar	1741	9	0.444	0.667	1	0.0
ar	1742	13	0.462	0.692	1	0.0
ar	1743	17	0.294	0.735	many	0.0
ar	3632	1	0.000	0.000	1	0.0
ar	3630	1	0.000	0.000	1	0.0
ar	3631	1	0.000	0.000	0	0.0
ar	1759	2	0.500	0.750	1	0.0
ar	1758	1	1.000	1.000	1	0.0
ar	1757	4	0.500	0.875	1	0.0
ar	1756	6	0.750	1.000	1	0.65
ar	1755	8	0.625	0.875	1	0.0
ar	2504	104	0.327	0.635	1	0.0
ar	1753	5	0.200	0.600	1	0.0
ar	1752	1	0.000	0.500	many	0.6
ar	2501	1	0.500	1.000	0	0.0
ar	1750	11	0.545	0.773	1	0.0
ar	201	228	0.331	0.614	1	0.0
ar	200	14	0.429	0.643	1	0.0
ar	203	38	0.395	0.632	1	0.0
ar	202	10	0.350	0.750	1	0.0
ar	205	5	0.200	0.800	1	0.0
ar	204	42	0.298	0.548	1	0.0
ar	207	2	0.000	0.000	0	0.0
ar	206	6	0.417	0.917	1	0.0
ar	3621	2	0.750	0.750	0	0.0
ar	3620	2	0.500	0.500	0	0.0
ar	3623	10	0.650	0.900	0	0.0
ar	3622	2	0.750	0.750	0	0.0
ar	3625	2	1.000	1.000	1	0.0
ar	3624	2	1.000	1.000	0	0.0
ar	3627	2	0.500	0.500	1	0.0
ar	3626	1	0.500	0.500	0	0.0
ar	71	5	0.500	0.800	many	0.437
ar	3229	5	0.100	0.200	0	0.0
ar	3228	25	0.520	0.780	0	0.0
ar	3227	3	0.500	0.500	0	0.0
ar	3226	12	0.333	0.583	1	0.0
ar	3222	25	0.740	0.820	0	0.3
ar	1760	1	0.000	0.500	1	0.0
io	5619	1	1.000	1.000	0	0.0
io	2042	6	0.000	0.083	1	0.0
io	4197	1	0.500	0.500	0	0.0
io	5532	1	0.000	0.500	0	0.0
io	5213	1	0.000	0.000	0	0.0
io	3645	6	0.917	1.000	1	0.0
io	3159	1	0.500	0.500	0	0.0
io	2038	11	0.273	0.409	0	0.508
az	5159	30	0.500	0.650	0	0.497
az	5158	27	0.741	0.815	0	0.563
az	4915	3	0.833	0.833	0	0.533
az	4767	2	0.750	0.750	0	0.65
az	3923	30	0.600	0.783	0	0.52
az	4793	1	0.000	0.500	0	0.6
az	488	15	0.700	0.700	many	0.5
az	984	206	0.570	0.782	0	0.601
az	5156	16	0.562	0.781	0	0.55
az	4763	186	0.523	0.712	0	0.0
az	89	259	0.558	0.747	many	0.0
az	2949	4	0.500	0.750	1	0.333
az	277	3	0.667	1.000	0	0.0
az	4786	32	0.422	0.641	0	0.519
az	4784	95	0.516	0.711	0	0.0
az	4441	226	0.551	0.770	0	0.0
az	3419	30	0.600	0.767	0	0.25
az	4800	36	0.588	0.838	0	0.525
az	4801	5	0.500	0.800	0	0.52
az	3129	69	0.493	0.652	1	0.475
az	1425	60	0.500	0.717	1	0.686
az	4805	1	0.500	1.000	0	0.5
az	4806	1	0.500	1.000	0	0.4
az	4808	89	0.517	0.736	1	0.561
az	4783	68	0.478	0.757	0	0.0
az	2225	10	0.500	0.750	0	0.0
az	1612	14	0.571	0.679	many	0.433
az	3573	171	0.539	0.728	0	0.578
az	3125	437	0.513	0.696	many	0.25
az	2383	104	0.543	0.721	1	0.0
az	1408	2	0.750	1.000	1	0.49
az	4969	33	0.515	0.773	0	0.603
az	4986	48	0.490	0.740	0	0.583
az	4863	1	0.000	0.000	0	0.6
az	812	1	1.000	1.000	1	0.0
az	4847	24	0.583	0.792	0	0.554
az	2077	64	0.445	0.711	1	0.597
az	696	1	0.500	0.500	0	0.5
az	5160	6	0.667	0.750	0	0.55
az	5162	23	0.348	0.652	0	0.0
az	3108	5	0.800	0.800	0	0.4
az	2460	46	0.424	0.750	0	0.0
az	1441	13	0.423	0.577	1	0.0
az	5149	27	0.704	0.815	0	0.552
az	1945	13	0.423	0.577	1	0.667
az	2449	74	0.480	0.696	0	0.0
az	4975	10	0.450	0.750	1	0.64
az	4777	109	0.338	0.508	0	0.332
az	4814	1	0.000	0.000	1	0.5
az	5157	10	0.550	0.700	0	0.57
az	4856	489	0.536	0.738	0	0.579
az	4804	27	0.426	0.611	0	0.556
az	4796	1	0.000	0.500	0	0.5
az	4797	19	0.500	0.763	0	0.463
az	1598	2	0.250	0.500	1	0.442
az	2124	2	0.500	1.000	0	0.0
az	5182	25	0.560	0.740	0	0.0
az	4964	1	0.000	0.000	0	0.1
az	5187	23	0.587	0.826	1	0.63
az	2273	4	0.625	0.625	many	0.0
az	2214	71	0.472	0.662	1	0.0
az	2240	1	0.000	0.500	0	0.0
az	5188	3	0.167	0.167	1	0.4
az	3200	17	0.618	0.765	1	0.588
az	5189	2	0.750	0.750	1	0.65
az	1104	69	0.413	0.674	1	0.0
az	4857	26	0.481	0.673	0	0.542
az	510	1	0.500	1.000	1	0.6
az	4855	48	0.531	0.667	0	0.621
az	4854	121	0.488	0.715	0	0.56
az	2160	21	0.595	0.762	0	0.0
az	3178	31	0.548	0.726	0	0.0
id	3812	1	0.500	0.500	0	0.0
id	2299	22	0.682	0.818	0	0.164
id	2225	12	0.500	0.625	0	0.0
id	3809	2	1.000	1.000	0	0.3
id	596	5	0.600	0.900	1	0.2
id	982	809	0.792	0.936	1	0.179
id	194	1190	0.664	0.824	many	0.0
id	987	12	0.542	0.750	many	0.133
id	984	6	0.500	0.667	0	0.601
id	2494	30	0.700	0.883	1	0.27
id	1314	9	0.556	0.722	1	0.122
id	1726	1	0.500	1.000	0	0.1
id	3419	2	0.750	0.750	0	0.25
id	4040	1	0.000	1.000	0	0.0
id	3814	1	1.000	1.000	0	0.0
id	3455	79	0.633	0.804	many	0.6
id	3373	1	0.000	0.500	many	0.6
id	3604	5	0.500	0.700	0	0.42
id	2382	51	0.814	0.902	1	0.188
id	988	23	0.435	0.696	1	0.248
id	983	43	0.756	0.872	1	0.172
id	3603	17	0.500	0.735	1	0.135
id	3813	13	0.500	0.692	0	0.177
id	3810	1	0.500	0.500	1	0.2
id	3811	5	0.600	0.700	1	0.12
id	3607	1	1.000	1.000	0	0.1
id	990	1	1.000	1.000	many	0.0
id	3605	19	0.579	0.868	1	0.163
id	3815	4	0.500	0.500	0	0.075
id	2933	153	0.693	0.866	many	0.0
id	3754	1	0.500	0.500	0	0.1
id	989	1	1.000	1.000	1	0.1
id	1730	5	0.900	0.900	1	0.26
id	3606	2	0.500	0.750	1	0.1
id	3310	1	0.500	0.500	0	0.1
id	985	10	0.400	0.650	1	0.05
id	781	3	0.167	0.333	1	0.133
id	1728	83	0.717	0.813	0	0.0
id	1729	59	0.636	0.822	1	0.266
id	3225	1	0.500	1.000	0	0.2
id	1727	22	0.614	0.864	1	0.0
id	1724	1	0.000	0.000	1	0.1
id	1725	5	0.300	0.500	0	0.503
id	2495	3	0.333	0.833	many	0.1
id	1723	94	0.580	0.872	1	0.0
id	3223	3	0.667	0.667	1	0.2
id	2997	3	0.500	0.667	0	0.333
id	3196	1	0.500	1.000	0	0.5
id	3195	1	1.000	1.000	1	0.0
id	2391	78	0.603	0.769	1	0.273
id	2841	1	1.000	1.000	0	0.0
id	3224	5	0.600	0.600	1	0.14
id	2493	1	1.000	1.000	1	0.0
id	1575	1	0.500	1.000	1	0.4
id	2148	654	0.637	0.781	many	0.542
nl	3444	10	0.550	0.850	1	0.45
nl	3459	1	0.000	1.000	0	0.4
nl	2077	90	0.539	0.872	1	0.597
nl	815	37	0.622	0.905	1	0.343
nl	1147	11	0.545	0.818	many	0.4
nl	2719	5	0.200	0.700	1	0.3
nl	1752	3	0.500	1.000	many	0.6
nl	2573	7	0.643	0.929	1	0.0
nl	3140	11	0.682	0.909	1	0.427
nl	1923	1	0.000	1.000	1	0.4
nl	274	1	0.500	0.500	many	0.4
nl	2949	42	0.571	0.869	1	0.333
nl	2948	5	0.200	0.400	0	0.0
nl	69	66	0.485	0.833	many	0.2
nl	816	2	0.500	1.000	1	0.5
nl	225	5	0.400	0.600	many	0.533
nl	170	198	0.588	0.856	many	0.662
nl	3452	6	0.667	1.000	many	0.483
nl	3453	2	0.250	0.750	1	0.45
nl	3450	12	0.250	0.792	1	0.333
nl	831	9	0.778	1.000	many	0.444
nl	3456	3	0.500	0.833	0	0.4
nl	3454	3	0.500	0.667	0	0.267
nl	3455	9	0.500	0.833	many	0.6
nl	95	5	0.200	0.600	many	0.4
nl	3458	1	0.000	0.500	0	0.5
nl	2720	7	0.143	0.429	1	0.3
nl	3101	1	0.500	1.000	0	0.4
nl	94	4	0.500	0.750	1	0.425
nl	2036	30	0.583	0.950	1	0.507
nl	2246	2	0.750	0.750	0	0.6
nl	810	30	0.500	0.783	1	0.577
nl	811	51	0.627	0.922	1	0.541
nl	812	71	0.401	0.725	1	0.0
nl	813	76	0.461	0.842	1	0.449
nl	1656	31	0.129	0.677	0	0.197
nl	2241	3	0.000	0.333	1	0.333
nl	3083	149	0.654	0.933	1	0.503
nl	2243	6	0.417	0.750	1	0.35
nl	2721	1	0.500	1.000	1	0.5
nl	2580	22	0.682	0.864	1	0.514
nl	3136	1	0.500	1.000	1	0.6
nl	1912	1	0.500	1.000	many	0.5
nl	2240	5	0.600	0.900	0	0.0
nl	814	24	0.542	0.792	1	0.583
nl	3135	1	0.000	0.000	0	0.2
nl	3134	16	0.469	0.844	0	0.55
nl	3137	3	0.667	1.000	1	0.667
nl	3451	15	0.567	0.900	0	0.487
nl	3133	9	0.333	0.611	1	0.544
nl	3132	56	0.795	0.920	1	0.546
nl	93	374	0.489	0.842	1	0.51
nl	92	14	0.679	0.893	1	0.414
nl	3139	1	0.000	0.000	1	0.1
nl	3138	2	0.250	0.750	1	0.6
nl	96	7	0.071	0.286	1	0.386
nl	2239	6	0.667	1.000	1	0.567
nl	2238	1	0.000	1.000	0	0.4
nl	3449	36	0.542	0.819	1	0.417
nl	3461	1	0.500	0.500	1	0.6
nl	3445	48	0.531	0.833	1	0.571
nl	3013	7	0.429	0.786	many	0.543
nl	2233	212	0.630	0.906	1	0.534
nl	3446	8	0.438	0.750	0	0.637
nl	2235	120	0.404	0.817	1	0.382
nl	2234	545	0.389	0.674	1	0.471
nl	2237	25	0.420	0.620	1	0.428
nl	2236	692	0.488	0.839	1	0.525
nl	2316	2	0.750	1.000	0	0.65
nl	809	18	0.556	0.833	many	0.45
nl	808	20	0.325	0.575	1	0.43
nl	2242	5	0.200	0.500	1	0.34
nl	2244	1	0.000	0.000	1	0.0
nl	817	1	0.500	1.000	1	0.5
nl	807	167	0.641	0.919	1	0.629
nl	682	106	0.547	0.726	many	0.62
nn	2225	1	0.500	1.000	0	0.0
nn	5161	5	0.200	0.400	0	0.0
nn	1612	20	0.675	0.825	many	0.433
nn	4890	2	0.750	0.750	0	0.0
nn	984	170	0.494	0.724	0	0.601
nn	4671	3	0.167	0.333	0	0.6
nn	4576	20	0.350	0.475	1	0.357
nn	4766	1	0.500	0.500	1	0.0
nn	4768	1	0.000	0.500	1	0.0
nn	4783	1	0.500	1.000	0	0.0
nn	1436	1	0.500	0.500	many	0.0
nn	1546	24	0.458	0.688	0	0.0
nn	4749	10	0.200	0.450	0	0.0
nn	4748	2	0.250	0.500	1	0.0
nn	3108	1	0.000	0.000	0	0.4
nn	1193	16	0.531	0.812	1	0.0
nn	3100	42	0.000	0.286	1	0.224
nn	2305	196	0.541	0.796	many	0.0
nn	4441	63	0.532	0.698	0	0.0
nn	2381	7	0.286	0.571	0	0.0
nn	5	189	0.519	0.791	many	0.001
nn	4597	8	0.562	0.938	0	0.0
nn	2386	32	0.422	0.688	1	0.0
nn	4788	2	0.750	1.000	0	0.0
nn	2240	20	0.450	0.625	0	0.0
nn	2076	290	0.457	0.714	many	0.65
nn	4842	100	0.570	0.770	1	0.0
nn	4888	1	0.000	0.000	0	0.0
nn	4889	30	0.550	0.767	1	0.0
nn	5162	1	0.500	0.500	0	0.0
nn	2724	1	0.500	0.500	0	0.0
nn	141	5	0.600	0.600	1	0.6
nn	3178	274	0.500	0.730	0	0.0
nn	3524	1	0.000	0.500	many	0.0
nn	4623	133	0.455	0.632	0	0.0
nn	242	1	1.000	1.000	many	0.0
nn	696	1	0.000	0.000	0	0.5
nn	4543	250	0.482	0.668	0	0.0
nn	3158	11	0.318	0.455	0	0.342
nn	4778	9	0.333	0.667	0	0.0
nn	1433	138	0.446	0.649	1	0.662
nn	4813	2	1.000	1.000	1	0.0
nn	1435	480	0.491	0.681	many	0.601
nn	2124	113	0.473	0.659	0	0.0
nn	2273	211	0.500	0.780	many	0.0
nn	2214	119	0.487	0.697	1	0.0
nn	4750	8	0.438	0.625	0	0.0
nn	4751	1	1.000	1.000	1	0.0
nn	3427	237	0.333	0.519	0	0.589
nn	4136	10	0.750	0.800	0	0.0
nn	3197	2	0.500	0.750	0	0.0
nn	643	10	0.550	0.850	many	0.0
nn	4995	2	0.250	0.500	many	0.0
nn	4974	8	0.188	0.500	0	0.0
nn	4953	6	0.583	0.667	0	0.0
nn	4850	12	0.458	0.708	0	0.0
no	2575	2	0.000	0.500	0	0.0
no	2458	7	0.500	0.857	1	0.0
no	4400	1	1.000	1.000	0	0.0
no	4891	1	1.000	1.000	1	0.0
no	5119	1	0.500	1.000	0	0.0
no	5118	2	0.250	0.500	1	0.0
no	1265	1	0.000	0.500	1	0.0
no	2573	2	0.750	0.750	1	0.0
no	3120	3	0.667	0.667	1	0.0
no	1438	4	0.250	0.625	0	0.0
no	4576	11	0.227	0.227	1	0.357
no	4559	3	0.833	0.833	1	0.0
no	4200	4	0.750	0.875	1	0.0
no	1439	2	0.000	0.500	many	0.65
no	4615	5	0.400	0.800	0	0.671
no	2098	96	0.312	0.479	1	0.4
no	2941	4	0.375	0.625	1	0.0
no	3675	1	1.000	1.000	1	0.475
no	854	2	0.250	0.500	many	0.0
no	3384	116	0.289	0.500	1	0.5
no	3385	1	1.000	1.000	1	0.0
no	836	13	0.500	0.769	0	0.616
no	4173	1	0.500	0.500	1	0.6
no	2485	18	0.500	0.667	1	0.0
no	3100	2	0.000	0.250	1	0.224
no	4671	123	0.492	0.764	0	0.6
no	4670	3	0.500	0.500	1	0.0
no	656	21	0.627	0.976	1	0.0
no	1433	17	0.559	0.824	1	0.662
no	1441	1	0.000	1.000	1	0.0
no	1440	2	0.500	0.750	1	0.0
no	2178	2	0.750	0.750	many	0.529
no	1437	3	0.667	0.667	many	0.2
no	3990	1	0.500	0.500	0	0.0
no	995	3	0.500	0.833	0	0.0
no	4138	11	0.545	0.864	1	0.0
no	4199	2	0.750	0.750	0	0.0
no	1132	3	0.333	0.833	many	0.675
no	4883	1	0.500	1.000	0	0.0
no	4522	1	0.500	0.500	1	0.0
no	4561	1	0.500	1.000	1	0.0
no	1435	295	0.463	0.793	many	0.601
no	1935	1	1.000	1.000	many	0.0
no	4668	5	0.300	0.700	1	0.0
no	4171	24	0.646	0.896	0	0.617
no	1436	796	0.611	0.860	many	0.0
no	3506	26	0.404	0.808	0	0.0
no	1434	17	0.441	0.882	many	0.6
no	3547	17	0.647	0.971	1	0.4
no	1432	35	0.662	0.762	0	0.0
no	4669	4	0.500	0.625	0	0.0
no	1431	370	0.366	0.630	1	0.0
no	2576	10	0.800	0.950	1	0.0
no	2574	48	0.510	0.674	1	0.0
no	4667	4	0.750	1.000	1	0.0
no	4523	3	0.500	0.833	0	0.0
no	3888	382	0.640	0.907	1	0.0
no	2570	13	0.538	0.692	1	0.0
no	2571	4	0.125	0.625	1	0.0
no	3840	3	0.000	0.333	1	0.0
no	2391	1	1.000	1.000	1	0.273
no	2532	3	0.833	0.833	0	0.0
no	4521	1	1.000	1.000	1	0.0
no	4420	1	0.500	0.500	0	0.0
no	2148	115	0.483	0.757	many	0.542
ne	4081	20	0.525	0.950	0	0.0
ne	4082	1	0.500	1.000	0	0.0
ne	4083	1	0.500	0.500	0	0.0
ne	3711	1	0.000	0.000	0	0.0
ne	3710	6	0.500	0.833	0	0.0
ne	1914	1	0.000	0.500	0	0.2
ne	3712	2	0.000	0.750	0	0.0
ne	1785	22	0.750	0.977	many	0.0
ne	4135	1	0.500	1.000	0	0.0
ne	3840	1	0.000	0.000	1	0.0
ne	3414	5	0.000	0.000	1	0.0
ne	4059	3	0.667	0.667	1	0.0
ne	1066	2	0.000	0.000	many	0.0
ne	1971	1	0.000	0.500	0	0.0
ne	1970	208	0.000	0.012	1	0.0
ne	2883	2	0.500	1.000	1	0.695
ne	4060	1	0.500	0.500	0	0.0
ne	4061	1	1.000	1.000	0	0.0
ne	1968	1	0.500	1.000	0	0.0
ne	1969	54	0.148	0.278	1	0.0
ne	4419	1	0.500	1.000	1	0.0
ne	23	161	0.053	0.229	many	0.0
ne	1964	3	0.500	0.833	0	0.0
ne	1965	2	0.250	0.500	0	0.0
ne	2549	1	0.000	0.500	1	0.0
ne	1967	880	0.692	0.944	1	0.0
ne	1962	181	0.732	0.928	1	0.0
ne	4058	3	0.500	0.833	0	0.0
ne	4381	1	0.000	1.000	0	0.0
ne	1117	3	0.667	1.000	many	0.0
ne	1116	6	0.667	1.000	1	0.0
ne	1118	16	0.656	0.812	0	0.0
ne	812	4	0.500	0.500	1	0.0
ne	467	2	0.000	0.500	many	0.0
ne	2548	1	0.000	0.000	1	0.0
ne	4136	1	0.500	0.500	0	0.0
ne	2852	1	0.500	0.500	0	0.0
ne	2877	33	0.530	0.833	0	0.0
ne	420	1	0.000	0.500	many	0.0
ne	2918	18	0.694	0.833	1	0.0
ne	302	304	0.484	0.839	1	0.0
ne	303	98	0.735	0.949	1	0.0
ne	3838	2	0.250	1.000	1	0.0
ne	3839	3	0.500	0.667	0	0.0
ne	2931	1	1.000	1.000	0	0.0
ne	3708	27	0.593	0.889	0	0.0
ne	3709	7	0.786	0.929	1	0.0
ne	267	461	0.488	0.790	1	0.0
ne	1464	1	1.000	1.000	1	0.0
ne	228	6	0.500	0.667	1	0.0
ne	227	276	0.240	0.635	many	0.0
ne	2547	1	0.500	1.000	1	0.0
ne	3706	65	0.615	0.915	0	0.0
ne	3707	103	0.529	0.806	0	0.0
ne	3281	2	0.000	0.000	0	0.0
ne	2550	9	0.556	0.722	1	0.0
ne	2551	2	0.250	0.750	1	0.0
ne	2552	1	0.500	0.500	0	0.0
ne	3240	1	0.000	0.500	0	0.0
ne	1021	251	0.702	0.914	many	0.0
ne	1801	1	0.000	0.000	1	0.0
ne	1963	1	0.500	1.000	1	0.0
ne	1835	11	0.500	0.773	many	0.0
ne	1827	8	0.750	0.875	1	0.0
ne	2885	40	0.375	0.800	0	0.0
ne	1972	95	0.179	0.721	many	0.05
ne	1809	17	0.706	0.971	1	0.0
ne	1844	106	0.693	0.958	0	0.0
ne	3841	1	0.500	1.000	0	0.54
ne	4383	1	0.000	0.000	0	0.0
ne	3843	2	1.000	1.000	0	0.0
ne	3842	2	0.750	1.000	0	0.0
ne	3845	3	0.000	0.000	0	0.0
ne	3844	2	0.750	1.000	0	0.0
ne	647	11	0.727	0.955	1	0.0
ne	4382	1	0.000	0.500	0	0.0
ne	1004	172	0.637	0.901	1	0.0
ne	1966	1	0.000	0.000	1	0.0
ne	2104	1	0.000	0.000	many	0.0
nap	2298	5	0.800	0.900	many	0.0
nap	4895	4	0.250	0.250	0	0.0
nap	117	310	0.837	0.902	1	0.0
nap	3679	4	0.000	0.250	0	0.0
nap	5423	3	0.000	0.000	0	0.0
nap	5509	22	0.750	0.955	0	0.0
nap	1894	48	0.615	0.833	many	0.0
nap	1891	17	0.647	0.706	many	0.0
nap	1893	1	0.500	0.500	1	0.0
nap	5063	70	0.814	0.921	1	0.0
nap	5624	3	0.167	0.500	0	0.0
nap	5191	1	0.500	0.500	1	0.0
nap	5190	1	0.500	0.500	0	0.0
nap	2098	1	0.000	0.500	1	0.4
nap	4494	39	0.449	0.462	0	0.0
nap	4493	3	0.167	0.167	0	0.0
nap	4492	45	0.544	0.700	1	0.0
nap	1652	12	0.583	0.792	many	0.0
nap	2872	11	0.682	0.727	1	0.0
nap	2870	16	0.729	0.844	1	0.0
nap	3832	7	0.714	0.714	0	0.0
nap	3833	73	0.788	0.952	1	0.0
nap	1933	71	0.592	0.796	many	0.0
nap	2180	9	0.500	0.611	1	0.492
nap	5320	3	0.500	0.833	0	0.0
nap	1934	6	0.250	0.250	1	0.0
nap	4052	2	0.000	0.000	1	0.0
nap	842	84	0.756	0.946	many	0.0
nap	4075	1	1.000	1.000	1	0.0
nap	4074	1	0.000	0.000	0	0.0
nap	3681	1	0.500	0.500	0	0.0
nap	3680	4	0.625	0.875	0	0.0
nap	4073	135	0.726	0.785	1	0.0
nap	5443	3	0.667	0.667	many	0.0
nap	3195	1	0.000	0.000	1	0.0
nap	3415	1	0.500	1.000	0	0.0
nap	5093	1	0.500	0.500	0	0.0
nap	2533	1	0.500	0.500	many	0.56
nap	5368	5	0.500	0.700	0	0.0
nap	3534	1	1.000	1.000	0	0.0
pam	4763	16	0.188	0.219	0	0.0
pam	3275	267	0.587	0.957	1	0.0
pam	4424	7	0.714	1.000	0	0.0
pam	4432	1	0.000	0.000	0	0.0
pam	1989	72	0.882	1.000	many	0.0
pam	4783	1	0.000	0.000	0	0.0
pam	3279	2	1.000	1.000	1	0.0
pam	1425	825	0.682	0.965	1	0.686
pam	4728	1	0.500	0.500	0	0.0
pam	2888	18	0.722	0.889	0	0.0
pam	4747	100	0.610	0.935	1	0.0
pam	5236	75	0.747	0.927	0	0.0
pam	2481	1096	0.706	0.932	many	0.0
pam	3089	176	0.000	0.045	0	0.001
pam	3892	2	0.000	0.000	0	0.0
pam	3890	25	0.880	0.980	0	0.0
pam	3891	11	0.500	0.818	0	0.0
pam	4422	1	0.500	0.500	1	0.0
pam	1171	56	0.857	0.929	1	0.0
pam	3955	3	0.000	0.000	0	0.0
pam	122	33	0.000	0.000	many	0.0
pam	5109	1	0.000	0.000	0	0.0
pam	5100	5	0.500	0.700	0	0.0
pam	5044	49	0.602	0.990	1	0.0
pam	4423	1	0.000	0.000	0	0.0
pam	3281	1	0.000	0.000	0	0.0
pam	4139	633	0.750	0.933	0	0.0
pam	4528	2	0.500	0.500	0	0.0
pam	4527	2	0.500	1.000	0	0.0
pam	2894	87	0.805	0.943	many	0.0
pam	4525	3	0.000	0.333	0	0.0
pam	3889	17	0.000	0.000	1	0.0
pam	1972	1	0.500	0.500	many	0.05
pam	4136	104	0.772	0.929	0	0.0
pam	4836	1	0.000	0.000	0	0.0
pam	2003	4	1.000	1.000	many	0.0
pam	4526	1	1.000	1.000	1	0.0
pam	3238	5	0.400	0.900	1	0.0
fr	2659	4	1.000	1.000	1	0.375
fr	1612	5	0.400	0.700	many	0.433
fr	2184	2	0.250	0.500	1	0.4
fr	219	64	0.398	0.742	0	0.589
fr	2172	7	0.571	0.929	0	0.543
fr	225	3	0.667	1.000	many	0.533
fr	3258	2	0.500	1.000	1	0.35
fr	693	12	0.667	0.833	1	0.433
fr	690	1	1.000	1.000	1	0.4
fr	691	68	0.419	0.640	1	0.46
fr	696	79	0.563	0.696	0	0.5
fr	697	4	0.500	0.875	1	0.425
fr	694	2	0.250	0.500	1	0.3
fr	695	5	0.500	0.600	many	0.5
fr	698	8	0.708	0.812	1	0.45
fr	699	2	0.500	0.750	1	0.45
fr	2170	141	0.663	0.894	0	0.0
fr	3256	1	0.000	0.500	0	0.6
fr	3257	7	0.429	0.500	0	0.443
fr	344	1	0.000	1.000	many	0.4
fr	2665	1	1.000	1.000	1	0.5
fr	2173	4	0.750	0.875	1	0.5
fr	2663	1	0.500	0.500	1	0.4
fr	2660	2	0.750	0.750	1	0.3
fr	719	1	0.000	0.000	0	0.6
fr	2175	17	0.676	0.853	1	0.482
fr	2702	1	0.000	1.000	many	0.4
fr	1703	1	0.500	0.500	many	0.4
fr	69	3	0.333	0.833	many	0.2
fr	1650	1	0.000	0.000	1	0.4
fr	60	41	0.659	0.890	1	0.52
fr	2070	5	0.500	0.900	1	0.3
fr	59	4	0.625	0.875	1	0.425
