lang	worker	num_hits	quality	quality_syn	num_langs	goog
eu	4118	20	0.000	0.000	0	0.033
eu	3987	1	1.000	1.000	0	0.5
eu	3393	35	0.486	0.743	0	0.466
eu	3547	21	0.452	0.690	1	0.4
eu	4873	9	0.722	0.889	0	0.322
eu	3785	7	0.500	0.714	0	0.65
eu	4664	68	0.610	0.838	1	0.318
eu	4665	2	0.500	0.750	1	0.25
eu	5081	60	0.592	0.725	0	0.0
eu	5080	4	0.250	0.375	0	0.506
eu	5223	31	0.532	0.677	many	0.655
eu	2697	1	0.500	0.500	0	0.6
eu	3986	56	0.589	0.777	1	0.616
eu	2104	1	0.000	1.000	many	0.0
eu	4752	93	0.495	0.624	0	0.3
eu	2148	156	0.481	0.651	many	0.542
es	2488	8	0.812	1.000	1	0.675
es	2489	1	0.500	1.000	1	0.5
es	2486	12	0.750	1.000	1	0.6
es	2487	2	0.250	0.750	0	0.35
es	2484	1	0.500	1.000	1	0.4
es	2485	2	0.750	1.000	1	0.0
es	2482	6	0.333	0.750	1	0.633
es	2483	3	1.000	1.000	1	0.533
es	2480	1	1.000	1.000	1	0.6
es	2481	1	0.500	1.000	many	0.0
es	939	24	0.583	0.896	many	0.542
es	938	42	0.548	0.905	1	0.521
es	1678	61	0.508	0.811	1	0.472
es	1679	10	0.850	1.000	1	0.42
es	1674	11	0.409	0.591	0	0.365
es	932	107	0.257	0.430	1	0.456
es	1676	18	0.361	0.694	1	0.456
es	1677	21	0.500	0.667	1	0.65
es	1670	5	0.800	1.000	1	0.56
es	936	38	0.658	0.789	1	0.603
es	935	16	0.656	0.844	1	0.469
es	934	8	0.688	0.938	1	0.5
es	2464	1	0.000	1.000	0	0.2
es	2465	5	0.400	0.500	1	0.38
es	2466	2	0.750	1.000	1	0.55
es	2467	13	0.308	0.769	1	0.446
es	2461	136	0.702	0.912	many	0.606
es	2462	10	0.650	0.900	1	0.57
es	2463	3	0.667	0.833	1	0.567
es	2469	2	0.750	1.000	1	0.512
es	1499	7	0.500	0.643	1	0.343
es	1700	6	0.500	0.917	1	0.55
es	1701	4	0.375	0.625	1	0.575
es	1702	12	0.375	0.417	many	0.492
es	1703	2	0.500	0.750	many	0.4
es	1704	17	0.735	0.912	1	0.576
es	1705	8	0.625	0.750	1	0.6
es	1706	2	1.000	1.000	1	0.4
es	1707	3	0.500	0.667	1	0.467
es	2491	8	0.562	0.812	1	0.55
es	2490	2	0.250	0.500	1	0.4
es	1708	8	0.500	0.625	many	0.487
es	1669	17	0.471	0.735	1	0.482
es	1668	10	0.400	0.950	1	0.52
es	1667	20	0.375	0.850	1	0.49
es	1665	10	0.900	1.000	1	0.6
es	1699	8	0.458	0.812	1	0.487
es	1663	79	0.652	0.930	0	0.0
es	1662	86	0.698	0.872	1	0.522
es	1661	1	1.000	1.000	1	0.5
es	1660	47	0.798	0.957	1	0.481
es	2477	3	0.667	1.000	1	0.533
es	2476	1	0.500	0.500	0	0.5
es	2475	2	0.750	1.000	1	0.45
es	2474	3	0.833	1.000	1	0.567
es	2473	1	0.000	0.500	1	0.2
es	2472	21	0.429	0.667	0	0.405
es	2471	4	0.750	1.000	1	0.65
es	2470	1	1.000	1.000	1	0.2
es	980	6	0.833	1.000	1	0.533
es	2773	1	0.500	0.500	1	0.1
es	191	1	1.000	1.000	1	0.6
es	190	402	0.759	0.988	1	0.586
es	2479	1	0.500	1.000	1	0.5
es	192	2	0.250	0.500	1	0.2
es	1921	1	0.000	0.000	1	0.0
es	88	2	0.750	0.750	many	0.352
es	2828	1	0.500	0.500	1	0.6
es	2829	3	0.333	0.833	1	0.6
es	113	1	1.000	1.000	many	0.0
es	1709	1	1.000	1.000	1	0.4
es	2824	1	0.000	1.000	1	0.6
es	2825	1	0.000	1.000	1	0.1
es	2826	1	0.000	0.000	1	0.2
es	2827	1	0.500	1.000	1	0.6
es	2820	4	0.375	0.750	1	0.55
es	2821	2	0.500	1.000	1	0.35
es	2822	1	1.000	1.000	1	0.6
es	2823	1	0.500	0.500	1	0.3
es	1713	4	0.750	0.875	1	0.675
es	1712	1	1.000	1.000	1	0.6
es	1711	1	0.000	0.500	1	0.5
es	1710	13	0.731	0.885	many	0.642
es	1717	4	0.625	0.875	1	0.575
es	1716	2	0.250	0.500	1	0.35
es	1715	1	0.000	1.000	1	0.4
es	1714	1	0.000	0.500	1	0.4
es	2806	2	0.250	1.000	1	0.3
es	1719	1	0.500	1.000	1	0.4
es	1718	13	0.577	0.846	1	0.333
es	1658	81	0.821	0.981	1	0.572
es	1659	4	0.375	0.875	1	0.625
es	1656	6	0.167	0.833	0	0.197
es	1657	8	0.750	0.875	1	0.562
es	1654	87	0.425	0.713	1	0.464
es	1655	120	0.746	0.942	1	0.553
es	3216	20	0.775	0.975	1	0.56
es	3217	3	0.333	0.667	1	0.533
es	2839	1	0.000	1.000	0	0.5
es	2838	1	0.000	0.500	1	0.5
es	2837	5	0.400	0.700	1	0.46
es	2836	1	0.000	0.000	1	0.4
es	2835	1	1.000	1.000	1	0.2
es	2834	3	0.167	1.000	1	0.5
es	2833	2	0.500	0.750	1	0.6
es	2832	1	1.000	1.000	1	0.0
es	2830	1	0.500	1.000	1	0.1
es	1664	210	0.629	0.943	1	0.561
es	1720	3	0.500	0.667	1	0.667
es	1721	2	1.000	1.000	1	0.65
es	1984	1	0.500	1.000	1	0.0
es	2808	1	0.000	0.000	0	0.3
es	179	22	0.750	0.932	1	0.555
es	178	3	1.000	1.000	many	0.5
es	177	1	0.000	0.500	1	0.6
es	176	52	0.721	0.923	1	0.513
es	175	2	0.750	1.000	1	0.55
es	174	2	1.000	1.000	1	0.6
es	173	60	0.167	0.358	1	0.415
es	172	4	0.625	1.000	1	0.45
es	171	3	0.667	1.000	1	0.433
es	170	17	0.735	0.912	many	0.662
es	977	1	0.000	0.000	1	0.4
es	976	3	0.500	0.833	1	0.4
es	975	18	0.722	0.861	1	0.564
es	974	2	0.250	0.500	1	0.6
es	973	1	0.500	0.500	1	0.4
es	972	4	0.375	0.625	1	0.55
es	971	1	0.500	1.000	1	0.5
es	970	6	0.500	0.833	1	0.65
es	3218	3	0.333	0.500	1	0.5
es	3219	6	0.417	0.750	1	0.55
es	979	3	0.500	0.833	1	0.5
es	978	1	0.000	1.000	1	0.4
es	182	1	0.500	1.000	1	0.4
es	183	12	0.708	0.958	1	0.667
es	180	1	0.000	1.000	1	0.5
es	181	5	0.800	1.000	1	0.6
es	186	2	0.750	1.000	1	0.45
es	187	29	0.552	0.828	1	0.455
es	184	2	0.250	0.750	1	0.65
es	185	5	0.200	0.400	1	0.5
es	1469	10	0.550	0.950	1	0.59
es	188	3	0.500	0.833	1	0.5
es	189	16	0.750	0.938	1	0.494
es	2772	6	0.917	1.000	1	0.667
es	2815	1	0.500	0.500	1	0.5
es	2814	1	0.500	1.000	1	0.5
es	2817	2	0.500	1.000	1	0.6
es	981	1	1.000	1.000	1	0.5
es	2811	2	0.500	0.750	1	0.4
es	2810	1	0.500	0.500	1	0.5
es	2813	1	0.500	1.000	1	0.1
es	2812	2	0.750	1.000	1	0.55
es	2819	2	0.750	0.750	1	0.4
es	933	5	0.300	0.400	1	0.48
es	168	75	0.673	0.947	1	0.555
es	169	23	0.696	0.935	1	0.6
es	1675	242	0.789	0.969	1	0.55
es	2478	25	0.580	0.880	1	0.568
es	964	2	0.250	0.500	1	0.45
es	965	1	0.000	0.000	1	0.4
es	966	5	0.700	0.900	1	0.48
es	967	5	0.900	1.000	1	0.58
es	960	1	1.000	1.000	1	0.6
es	961	5	0.200	0.900	1	0.38
es	962	5	0.200	0.200	1	0.44
es	963	140	0.557	0.807	1	0.518
es	937	32	0.688	0.953	1	0.541
es	968	2	0.750	1.000	1	0.65
es	969	1	1.000	1.000	1	0.6
es	1671	4	0.500	0.875	1	0.425
es	1672	4	0.375	1.000	1	0.4
es	1673	111	0.766	0.946	1	0.56
es	3221	1	0.000	0.500	1	0.1
es	2816	1	0.500	1.000	1	0.6
es	959	2	0.250	0.750	1	0.45
es	958	1	1.000	1.000	1	0.4
es	951	11	0.591	0.864	1	0.582
es	950	4	0.875	0.875	1	0.55
es	953	2	0.500	0.750	1	0.5
es	952	36	0.153	0.417	1	0.386
es	955	4	0.250	0.625	1	0.475
es	954	12	0.750	0.875	many	0.5
es	957	1	0.500	1.000	1	0.3
es	956	5	0.600	0.800	many	0.571
es	1696	21	0.405	0.556	1	0.5
es	1697	1	0.000	0.500	1	0.1
es	1694	34	0.691	0.941	1	0.503
es	1695	9	0.833	1.000	1	0.578
es	1692	24	0.833	0.979	0	0.696
es	1693	15	0.567	0.767	1	0.593
es	1690	15	0.733	0.900	many	0.487
es	1691	5	0.600	0.900	1	0.52
es	1698	4	0.125	0.500	1	0.325
es	2038	13	0.269	0.462	0	0.508
es	1688	14	0.857	1.000	1	0.586
es	836	1	1.000	1.000	0	0.616
es	948	21	0.119	0.476	1	0.424
es	949	5	0.500	0.700	1	0.54
es	946	1	0.500	1.000	1	0.6
es	947	78	0.801	0.987	1	0.0
es	944	6	0.500	0.750	1	0.433
es	945	2	0.250	1.000	1	0.6
es	942	25	0.580	0.860	1	0.528
es	3220	2	0.750	0.750	1	0.4
es	940	3	0.667	1.000	1	0.667
es	941	23	0.522	0.783	many	0.583
es	1681	6	0.500	0.750	1	0.4
es	1683	1	1.000	1.000	1	0.5
es	1685	83	0.701	0.928	1	0.573
es	1684	24	0.625	0.958	1	0.5
es	1687	2	0.750	1.000	1	0.6
es	1686	51	0.539	0.735	1	0.493
es	1689	4	0.750	1.000	1	0.65
es	684	2	0.750	1.000	many	0.5
es	682	65	0.654	0.838	many	0.62
ru	3341	35	0.129	0.166	0	0.409
ru	219	1	0.000	0.000	0	0.589
ru	3653	2	0.000	0.050	0	0.0
ru	1	133	0.143	0.173	1	0.0
ru	4	4	0.125	0.150	1	0.275
ru	3975	3	0.167	0.200	1	0.5
ru	1463	9	0.100	0.122	1	0.0
ru	817	14	0.179	0.200	1	0.5
ru	11	1	0.000	0.000	many	0.65
ru	1621	10	0.050	0.090	1	0.36
ru	9	1	0.200	0.200	1	0.035
ru	1620	1	0.100	0.200	1	0.5
ru	127	333	0.155	0.186	many	0.0
ru	3339	6	0.167	0.200	1	0.417
ru	3274	1	0.100	0.100	many	0.0
ru	3273	16	0.138	0.181	1	0.0
ru	3	11	0.091	0.127	0	0.618
ru	7	2	0.050	0.050	0	0.35
ru	103	3	0.167	0.200	many	0.263
ru	1647	1	0.000	0.000	0	0.0
ru	2579	9	0.133	0.178	1	0.467
ru	2594	15	0.160	0.173	many	0.467
ru	2596	1	0.100	0.100	0	0.6
ru	2591	1	0.000	0.000	0	0.3
ru	3364	1	0.200	0.200	1	0.3
ru	3365	2	0.100	0.150	1	0.6
ru	3361	3	0.133	0.133	0	0.433
ru	3362	4	0.150	0.175	0	0.35
ru	2	116	0.000	0.000	many	0.0
ru	3088	1	0.100	0.100	1	0.1
ru	6	14	0.000	0.000	many	0.018
ru	3085	29	0.097	0.107	1	0.403
ru	2366	4	0.125	0.150	many	0.571
ru	3087	1	0.100	0.100	0	0.6
ru	3086	5	0.120	0.140	1	0.5
ru	3081	11	0.136	0.155	1	0.464
ru	3080	1	0.100	0.100	1	0.6
ru	2587	354	0.108	0.125	1	0.5
ru	2585	3	0.167	0.167	1	0.467
ru	2584	1	0.000	0.000	1	0.4
ru	2583	2	0.000	0.150	1	0.3
ru	2582	132	0.140	0.161	1	0.501
ru	2581	1	0.000	0.100	0	0.4
ru	2580	9	0.122	0.200	1	0.514
ru	2630	11	0.027	0.036	0	0.0
ru	3073	29	0.138	0.169	1	0.559
ru	3074	4	0.125	0.200	1	0.325
ru	8	1	0.200	0.200	many	0.0
ru	3076	52	0.081	0.106	0	0.45
ru	3077	5	0.160	0.200	1	0.48
ru	3078	1	0.200	0.200	1	0.3
ru	3079	2	0.150	0.150	1	0.4
ru	1623	43	0.114	0.177	1	0.302
ru	1622	10	0.170	0.170	1	0.54
ru	13	1	0.100	0.200	1	0.4
ru	12	3	0.100	0.167	0	0.467
ru	1626	6	0.100	0.133	1	0.433
ru	1625	14	0.129	0.164	1	0.35
ru	1624	2	0.150	0.200	1	0.25
ru	1628	1	0.000	0.000	0	0.0
ru	3967	114	0.125	0.156	1	0.49
ru	3968	10	0.160	0.200	many	0.43
ru	3969	4	0.150	0.150	0	0.5
ru	3866	4	0.100	0.125	1	0.425
ru	2632	2	0.150	0.150	1	0.3
ru	1899	1	0.000	0.000	many	0.0
ru	2345	13	0.146	0.162	many	0.587
ru	3348	3	0.167	0.200	1	0.467
ru	3349	1	0.100	0.200	1	0.5
ru	1618	57	0.147	0.184	1	0.516
ru	1619	45	0.122	0.173	1	0.467
ru	3342	499	0.143	0.162	1	0.453
ru	3343	50	0.144	0.158	1	0.43
ru	3340	18	0.111	0.139	1	0.367
ru	1615	4	0.075	0.075	1	0.525
ru	3346	20	0.155	0.190	1	0.54
ru	3347	3	0.100	0.100	1	0.467
ru	3344	1	0.100	0.200	0	0.5
ru	3971	10	0.160	0.180	0	0.53
ru	3970	4	0.175	0.200	0	0.45
ru	3973	18	0.172	0.194	1	0.517
ru	3972	7	0.114	0.143	1	0.314
ru	5	39	0.151	0.185	many	0.001
ru	3974	2	0.200	0.200	0	0.25
ru	3976	2	0.050	0.100	0	0.4
ru	3979	1	0.200	0.200	0	0.3
ru	3978	1	0.000	0.000	0	0.5
ru	3354	2	0.100	0.150	0	0.0
ru	3357	2	0.200	0.200	0	0.35
ru	3351	10	0.110	0.160	0	0.525
ru	3350	2	0.050	0.150	0	0.5
ru	3353	7	0.086	0.114	0	0.0
ru	3352	50	0.152	0.186	1	0.438
ru	2588	1	0.000	0.000	1	0.0
ru	3359	1	0.100	0.100	1	0.2
ru	3358	1	0.100	0.200	0	0.5
ru	1616	1167	0.140	0.159	many	0.456
ru	1617	1	0.000	0.100	1	0.5
ru	3984	1	0.200	0.200	1	0.3
ru	3985	1	0.000	0.000	1	0.3
ru	3983	1	0.000	0.100	0	0.5
ru	3980	5	0.160	0.160	0	0.2
ru	3981	3	0.200	0.200	1	0.3
ru	3982	9	0.122	0.178	0	0.467
ru	3075	1	0.100	0.200	0	0.638
new	1788	1	0.000	0.000	many	0.0
new	3907	1	0.000	0.000	0	0.0
new	5294	11	0.636	0.727	1	0.0
new	228	1	1.000	1.000	1	0.0
new	5155	1	0.000	0.000	0	0.0
new	5293	235	0.362	0.585	0	0.0
new	5103	3	0.000	0.333	1	0.0
new	219	72	0.514	0.646	0	0.589
new	3414	15	0.033	0.033	1	0.0
new	259	1	0.000	0.000	1	0.0
new	4457	1	0.000	0.500	1	0.0
new	1066	1	0.000	0.000	many	0.0
new	4795	5	0.200	0.500	0	0.0
new	4612	124	0.435	0.565	0	0.0
new	4780	1	0.000	0.000	0	0.0
new	4060	1	0.000	0.000	0	0.0
new	5185	1	0.500	0.500	0	0.0
new	5352	449	0.453	0.665	1	0.0
new	5153	1	0.000	0.000	0	0.0
new	23	60	0.100	0.242	many	0.0
new	5195	1	0.000	0.000	1	0.0
new	1612	27	0.537	0.667	many	0.433
new	3125	15	0.067	0.100	many	0.25
new	3898	727	0.393	0.541	many	0.0
new	4987	3	0.000	0.000	0	0.0
new	4989	2	0.250	0.500	0	0.0
new	4988	1	0.500	0.500	1	0.0
new	365	1	0.000	0.500	1	0.0
new	5399	10	0.400	0.900	1	0.0
new	5145	2	0.000	0.500	0	0.0
new	3839	1	0.500	1.000	0	0.0
new	1785	9	0.500	0.611	many	0.0
new	2507	1	0.000	0.500	1	0.591
new	3708	6	0.500	0.500	0	0.0
new	4798	1	0.000	0.000	0	0.0
new	4799	2	1.000	1.000	0	0.0
new	5048	166	0.238	0.283	0	0.0
new	227	1237	0.350	0.555	many	0.0
new	1021	126	0.528	0.694	many	0.0
new	4545	2	0.000	0.000	0	0.0
new	5107	3	0.000	0.000	0	0.0
new	5362	5	0.200	0.300	1	0.0
new	5360	15	0.100	0.300	1	0.0
new	5361	1	0.000	0.000	0	0.0
new	5186	1	0.000	0.000	0	0.0
new	1801	1	0.000	0.000	1	0.0
new	4918	62	0.040	0.347	1	0.0
new	5400	29	0.103	0.397	1	0.0
new	4917	8	0.938	0.938	1	0.0
new	4524	2	0.000	0.000	0	0.0
new	1972	282	0.255	0.509	many	0.05
new	4836	6	0.083	0.083	0	0.0
new	3842	1	0.000	0.000	0	0.0
new	4991	2	0.000	0.000	0	0.0
new	4853	1	0.000	0.000	0	0.0
new	4852	1	0.000	0.000	0	0.0
new	4851	5	0.000	0.000	0	0.0
ro	2348	58	0.534	0.724	1	0.55
ro	137	4	0.500	1.000	1	0.475
ro	135	7	0.714	0.714	1	0.343
ro	134	3	0.500	0.500	1	0.5
ro	139	2	0.500	0.750	1	0.5
ro	138	83	0.536	0.855	1	0.486
ro	878	2	0.250	0.750	1	0.25
ro	1944	17	0.618	0.882	many	0.633
ro	1690	3	0.667	1.000	many	0.487
ro	146	32	0.562	0.891	1	0.647
ro	891	2	0.500	1.000	1	0.55
ro	2771	1	0.500	0.500	1	0.6
ro	1921	3	0.000	0.000	1	0.0
ro	893	2	0.750	1.000	1	0.6
ro	894	26	0.788	0.923	1	0.504
ro	895	11	0.364	0.636	1	0.491
ro	2355	157	0.573	0.841	1	0.567
ro	896	1	0.500	1.000	1	0.4
ro	897	1	1.000	1.000	1	0.6
ro	2769	1	0.500	0.500	1	0.5
ro	2768	2	1.000	1.000	1	0.4
ro	3265	1	1.000	1.000	1	0.55
ro	2378	2	0.500	0.750	1	0.5
ro	2374	1	0.000	1.000	1	0.5
ro	2376	38	0.487	0.829	1	0.403
ro	2377	13	0.346	0.731	1	0.377
ro	2370	38	0.250	0.513	1	0.353
ro	2371	26	0.558	0.750	many	0.623
ro	2372	23	0.543	0.826	1	0.53
ro	2373	12	0.625	1.000	1	0.483
ro	151	1	0.500	1.000	1	0.5
ro	150	6	0.667	0.917	1	0.633
ro	2297	80	0.525	0.931	1	0.466
ro	857	75	0.607	0.900	1	0.586
ro	733	1	0.500	1.000	1	0.4
ro	655	3	0.500	0.667	many	0.6
ro	2369	3	1.000	1.000	1	0.533
ro	2368	95	0.674	0.926	1	0.586
ro	2367	15	0.567	0.967	1	0.66
ro	2366	14	0.679	0.893	many	0.571
ro	2365	11	0.636	0.909	1	0.555
ro	2364	4	0.625	0.750	1	0.5
ro	2363	50	0.710	0.880	1	0.6
ro	2362	1	0.500	0.500	1	0.3
ro	2361	18	0.611	0.889	1	0.439
ro	2360	10	0.500	0.750	1	0.46
ro	3179	23	0.587	0.783	1	0.448
ro	3174	6	0.750	0.833	0	0.533
ro	2358	55	0.618	0.800	1	0.489
ro	2359	27	0.519	0.611	1	0.441
ro	2352	12	0.625	0.833	1	0.467
ro	2353	84	0.512	0.768	1	0.494
ro	2350	86	0.721	0.878	1	0.435
ro	2351	3	0.500	0.500	1	0.333
ro	2356	40	0.675	0.900	1	0.475
ro	2357	23	0.457	0.739	1	0.409
ro	2354	66	0.409	0.689	1	0.197
ro	1512	14	0.714	0.964	1	0.479
ro	883	21	0.667	0.833	1	0.486
ro	882	127	0.709	0.933	1	0.6
ro	881	24	0.479	0.812	1	0.367
ro	880	3	0.500	1.000	1	0.3
ro	887	17	0.235	0.529	1	0.241
ro	886	18	0.667	0.833	1	0.528
ro	885	15	0.667	0.867	1	0.573
ro	884	5	0.600	0.900	1	0.5
ro	889	2	0.750	1.000	1	0.45
ro	888	50	0.550	0.920	1	0.6
ro	2345	70	0.564	0.921	many	0.587
ro	2344	132	0.580	0.917	1	0.538
ro	2347	91	0.511	0.813	1	0.411
ro	2343	26	0.846	0.942	1	0.535
ro	879	211	0.604	0.855	1	0.336
ro	876	136	0.647	0.926	1	0.548
ro	877	145	0.459	0.790	1	0.504
ro	874	394	0.687	0.897	1	0.579
ro	875	22	0.773	0.909	1	0.359
ro	873	7	0.857	0.929	1	0.614
ro	3184	7	0.429	0.571	1	0.429
ro	3187	1	0.500	1.000	1	0.3
ro	3181	37	0.568	0.959	1	0.458
ro	3182	12	0.625	0.750	1	0.592
ro	3183	6	0.500	0.750	1	0.633
ro	3189	1	0.500	1.000	1	0.5
ro	890	71	0.829	0.972	1	0.559
ro	147	42	0.571	0.726	1	0.521
ro	892	28	0.661	0.911	1	0.568
ro	145	6	0.833	1.000	1	0.667
ro	142	163	0.610	0.871	1	0.487
ro	143	10	0.800	0.850	1	0.55
ro	140	17	0.706	0.853	1	0.612
ro	141	19	0.658	0.816	1	0.6
ro	148	146	0.524	0.842	1	0.49
ro	149	42	0.679	0.869	1	0.545
ro	2125	6	0.000	0.333	1	0.0
ro	2124	20	0.300	0.575	0	0.0
ro	1616	164	0.530	0.723	many	0.456
ro	3190	2	0.500	0.750	0	0.45
bn	3948	1	0.000	0.000	1	0.0
bn	3949	1	0.500	1.000	0	0.0
bn	1306	9	0.611	0.833	1	0.0
bn	1084	5	0.600	0.600	1	0.0
bn	4168	2	0.500	0.750	1	0.0
bn	3158	17	0.588	0.824	0	0.342
bn	3940	200	0.877	0.938	1	0.0
bn	3941	42	0.726	0.857	1	0.0
bn	3942	34	0.632	0.765	1	0.0
bn	3943	89	0.618	0.775	1	0.0
bn	3944	9	1.000	1.000	1	0.0
bn	3945	29	0.897	0.966	1	0.0
bn	3946	17	0.618	0.853	1	0.0
bn	3947	44	0.807	0.898	1	0.0
bn	3320	386	0.775	0.920	1	0.0
bn	3321	80	0.600	0.713	1	0.0
bn	3322	193	0.640	0.775	1	0.0
bn	3323	7	0.286	0.929	0	0.0
bn	3324	4	0.375	0.625	1	0.0
bn	3325	1	0.500	0.500	1	0.0
bn	3326	47	0.670	0.872	1	0.0
bn	3327	6	0.667	0.833	0	0.0
bn	2934	388	0.631	0.814	many	0.0
bn	3329	6	0.667	0.917	0	0.0
bn	4163	4	0.375	0.500	1	0.0
bn	4167	3	0.833	0.833	1	0.0
bn	1774	32	0.625	0.781	many	0.0
bn	1830	92	0.239	0.310	1	0.0
bn	1053	11	0.136	0.182	many	0.0
bn	4149	76	0.336	0.507	1	0.0
bn	4162	8	0.062	0.125	1	0.0
bn	2108	1	0.000	0.000	0	0.0
bn	1070	16	0.344	0.500	many	0.0
bn	2832	125	0.752	0.892	1	0.0
bn	1777	12	0.250	0.458	0	0.0
bn	3281	1	0.000	0.000	0	0.0
bn	1116	54	0.796	0.935	1	0.0
bn	4463	1	0.000	0.000	0	0.0
bn	2077	1	0.000	0.000	1	0.597
bn	1791	219	0.463	0.628	many	0.0
bn	1012	1	0.000	0.000	1	0.0
bn	3915	12	0.792	0.875	1	0.0
bn	3939	6	0.833	0.833	1	0.0
bn	3938	124	0.730	0.903	1	0.0
bn	4166	1	0.000	0.000	0	0.0
bn	3953	1	0.000	0.000	1	0.0
bn	3934	43	0.756	0.907	1	0.0
bn	3937	101	0.624	0.827	0	0.0
bn	3950	4	1.000	1.000	1	0.0
bn	3931	10	0.150	0.200	0	0.0
bn	3930	102	0.515	0.637	1	0.0
bn	3954	17	0.676	0.882	1	0.0
bn	3319	14	0.643	0.893	1	0.0
bn	3318	7	0.571	0.714	1	0.0
bn	3331	1	0.000	0.000	0	0.0
bn	4164	1	0.000	0.500	0	0.0
bn	3406	1	0.500	0.500	many	0.25
bn	3311	146	0.380	0.565	1	0.0
bn	3310	52	0.529	0.788	0	0.1
bn	3313	85	0.688	0.871	1	0.0
bn	3312	18	0.556	0.861	0	0.0
bn	3315	48	0.531	0.823	1	0.0
bn	3314	66	0.689	0.765	1	0.0
bn	3317	468	0.476	0.730	0	0.0
bn	3316	38	0.750	0.934	0	0.0
bn	11	2	0.250	0.250	many	0.65
bn	2546	10	0.000	0.000	0	0.0
bn	1040	71	0.275	0.359	1	0.0
bn	4171	2	0.750	0.750	0	0.617
bn	4165	4	0.875	0.875	1	0.0
bn	3332	2	0.750	0.750	1	0.0
bn	3328	2	0.500	1.000	0	0.0
bn	3414	1	0.000	0.000	1	0.0
bn	669	6	0.667	0.917	1	0.0
bn	3966	1	0.500	1.000	1	0.0
bn	3338	1	1.000	1.000	1	0.0
bn	3965	2	0.250	0.500	1	0.0
bn	3952	5	0.700	0.900	0	0.0
bn	3951	1	0.500	0.500	0	0.0
be	5177	43	0.674	0.802	0	0.0
be	5176	10	0.800	0.950	0	0.0
be	5175	44	0.534	0.636	0	0.0
be	3497	10	0.500	0.550	0	0.512
be	5179	1	0.500	0.500	0	0.65
be	5178	5	0.800	0.900	0	0.0
be	4948	14	0.429	0.607	1	0.0
be	3679	4	0.500	0.750	0	0.0
be	4766	3	0.500	0.667	1	0.0
be	3299	49	0.622	0.796	0	0.379
be	4767	2	0.750	1.000	0	0.65
be	277	47	0.606	0.840	0	0.0
be	3162	41	0.646	0.720	0	0.616
be	5132	13	0.654	0.808	0	0.0
be	4909	64	0.727	0.852	0	0.406
be	4922	3	0.500	0.500	0	0.0
be	4921	1	0.500	1.000	0	0.0
be	4804	217	0.700	0.848	0	0.556
be	1616	1137	0.740	0.866	many	0.456
be	4783	3	0.000	0.000	0	0.0
be	1612	1	1.000	1.000	many	0.433
be	5095	46	0.000	0.011	0	0.0
be	4671	9	0.722	0.778	0	0.6
be	4722	152	0.655	0.832	0	0.0
be	4981	10	0.700	0.750	0	0.24
be	4845	26	0.692	0.750	many	0.0
be	4961	25	0.580	0.740	0	0.576
be	4960	2	0.500	0.500	0	0.442
be	3259	313	0.690	0.824	1	0.0
be	2449	7	0.571	0.714	0	0.0
be	5142	4	0.750	0.750	0	0.667
be	122	16	0.000	0.000	many	0.0
be	3547	12	0.667	0.792	1	0.4
be	488	190	0.653	0.821	many	0.5
be	4545	2	0.000	0.000	0	0.0
be	5121	42	0.631	0.762	0	0.67
be	1435	1	0.500	1.000	many	0.601
be	2124	176	0.713	0.864	0	0.0
be	2273	1	1.000	1.000	many	0.0
be	2214	120	0.504	0.721	1	0.0
be	4400	4	0.500	0.875	0	0.0
be	4837	2	0.500	0.750	0	0.0
be	4836	5	0.000	0.200	0	0.0
be	3342	315	0.713	0.868	1	0.453
be	4958	1	0.500	0.500	1	0.0
be	4976	1	0.500	0.500	0	0.0
be	4956	2	0.500	0.750	0	0.0
be	4957	6	0.250	0.417	0	0.0
be	4954	239	0.649	0.810	0	0.0
be	4955	54	0.778	0.898	1	0.0
bg	4189	2	0.500	1.000	0	0.55
bg	2861	1	0.500	1.000	0	0.0
bg	3548	6	0.333	0.500	many	0.0
bg	4021	1	0.500	1.000	0	0.6
bg	3545	1	0.000	0.500	0	0.6
bg	4026	1	0.000	0.500	0	0.6
bg	4024	2	0.250	0.250	0	0.5
bg	4025	1	1.000	1.000	0	0.6
bg	4022	16	0.625	0.812	0	0.631
bg	4023	3	0.500	0.833	0	0.367
bg	4020	19	0.684	0.868	0	0.589
bg	289	54	0.037	0.046	0	0.204
bg	3539	59	0.534	0.822	1	0.322
bg	1891	11	0.591	0.909	many	0.0
bg	2322	195	0.718	0.877	1	0.542
bg	3172	4	1.000	1.000	1	0.575
bg	2320	37	0.797	0.959	1	0.465
bg	2324	4	0.750	0.875	1	0.45
bg	3794	3	0.667	1.000	0	0.0
bg	2329	4	0.875	1.000	1	0.4
bg	3791	29	0.483	0.707	0	0.376
bg	3790	20	0.375	0.700	1	0.405
bg	130	3	0.333	0.500	1	0.584
bg	1	658	0.847	0.929	1	0.0
bg	288	6	0.750	0.917	many	0.0
bg	6	66	0.008	0.008	many	0.018
bg	9	137	0.091	0.106	1	0.035
bg	280	96	0.712	0.896	1	0.0
bg	283	11	0.773	0.909	1	0.0
bg	282	113	0.549	0.748	many	0.0
bg	285	37	0.730	0.865	1	0.514
bg	1091	20	0.750	0.950	1	0.0
bg	3543	4	0.500	1.000	1	0.3
bg	2763	1	0.000	0.000	1	0.0
